place_id,name,reviews,main_category,categories,rating,address,link,query,description,is_spending_on_ads,competitors,website,can_claim,owner_name,owner_profile_link,featured_image,workday_timing,is_temporarily_closed,closed_on,phone,review_keywords
ChIJRwXhl4GAhYARKMdYXvUW1m8,1015 Folsom,396,Night club,"Night club, Bar, Live music venue",3.5,"1015 Folsom St, San Francisco, CA 94103","https://www.google.com/maps/place/1015+Folsom/@37.7781117,-122.4058001,17z/data=!3m1!4b1!4m6!3m5!1s0x8085808197e10547:0x6fd616f55e58c728!8m2!3d37.7781117!4d-122.4058001!16s%2Fm%2F0k5329c?authuser=0&entry=ttu&g_ep=EgoyMDI0MDkwMi4wIKXMDSoASAFQAw%3D%3D",1015 folsom 1015 folsom st san francisco,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****
